Nome: ITAJAI
Codigo Estacao: A868
Latitude: -26.95083333
Longitude: -48.76194444
Altitude: 9.76
Situacao: Operante
Data Inicial: 2010-06-23
Data Final: 2025-06-27
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2014-04-05;,2;1019;19,9;28,3;22,8;19,5;84,7;64;7,6;1,7;
2014-04-06;1,4;1015,7;20,3;30,3;23,7;19,9;82,5;54;7,4;1,3;
2014-04-07;0;1013,1;20,1;29,5;23,1;19;84,3;49;6,9;1,4;
2014-04-08;0;1011,5;20,4;28,7;23,9;20,6;81,4;57;6,4;1,2;
2014-04-09;10,4;1009,6;20,5;25,7;22,7;20,2;87,7;72;17,2;1,6;
2014-04-10;0;1013,5;20,1;28,1;23,8;21,2;80,9;57;4,9;1;
2014-04-11;0;1014,2;20,8;26,9;23,3;20,3;86,1;66;5,4;,6;
2014-04-12;1,4;1009,1;22,5;27,6;25,3;22,8;85;73;7,7;1,3;
2014-04-13;0;1013,9;17,5;27,8;23;20,4;72,2;49;7,6;2;
2014-04-14;0;1019;13,8;23,2;19,3;16,4;71,4;48;5,8;1,2;
2014-04-15;0;1018,8;15,5;23,3;19,4;15,9;78,8;63;4,9;1,4;
2014-04-16;2,6;1017;18,5;25;20,8;18,1;86,8;68;9,6;1,3;
2014-04-17;3;1015,8;19,4;26,9;21,5;19,4;88,1;65;8,3;1,4;
2014-04-18;2,6;1012,2;20,2;28,6;23,3;20,3;83,8;57;5,9;1,2;
2014-04-19;0;1013,2;20;29;22,8;19,9;85,2;58;7,3;1,4;
2014-04-20;4,6;1015,9;18,9;26,6;22,6;20,5;80,9;58;9,5;1,1;
2014-04-21;0;1016,4;17;25,4;21,5;17,7;76,6;56;5,8;1;
2014-04-22;0;1013,7;18,6;24,8;21,8;20;82,2;70;9,5;1,2;
2014-04-23;5,4;1016,7;16,2;24,2;20,5;17,9;77,4;58;8,5;1,7;
2014-04-24;0;1017,7;16,1;23,1;19,8;16,6;79,6;60;4,7;1,2;
2014-04-25;0;1016,5;15,3;24,3;19,8;16,1;76,3;55;6,5;1,4;
2014-04-26;0;1017,8;13,7;24,3;19,3;14,4;71,5;45;6,5;1,5;
2014-04-27;0;1021;13,8;23,7;17,7;13,6;79;52;6,7;1,4;
2014-04-28;2,2;1023,3;14,8;23,6;18,2;15,5;82,2;46;9,2;1,2;
2014-04-29;,6;1019,7;14,4;24,7;17,5;13,5;83,8;53;10,4;1,9;
2014-04-30;0;1013,7;16,8;21,8;18,7;15,6;88,9;77;4,1;1;
2014-05-01;5,6;1006,8;18,3;26,6;21,2;18,4;84,5;61;9,1;1,4;
2014-05-02;,2;1015,6;14,5;25,9;18,5;12,7;79,5;46;6,5;1,6;
2014-05-03;0;1019,4;16,4;25,8;19,5;15,1;83,6;56;6,9;1,5;
2014-05-04;0;1016;18,2;28,3;21,6;17,8;82;54;5,9;1,4;
2014-05-05;,2;1014,3;18,5;28,3;21,7;17,8;83,3;57;5,6;1,3;
2014-05-06;,4;1015,3;19,9;27,1;22,4;19,7;86,5;65;3,3;,8;
2014-05-07;0;1016;19,6;28,5;22,4;19,2;84,7;59;6;1,6;
2014-05-08;0;1013,6;19,6;30,3;23;20,7;82,4;51;8,9;1,1;
2014-05-09;,2;1013,6;14,6;25,6;20,4;18,1;73,3;35;6,9;1,2;
2014-05-10;,2;1019,1;13,5;21,9;17;12,9;80,5;62;8,9;1,6;
2014-05-11;,4;1022,6;14,3;23,1;18,6;15,8;77;47;7,5;,9;
2014-05-12;,8;1018,8;15,5;24,4;18,9;15,6;82,2;56;8,8;2;
2014-05-13;,2;1015,8;15,8;25,2;18,9;13,8;83,9;58;5,4;1,1;
2014-05-14;0;1017,3;16,2;25;19,1;15,7;84,3;55;4;,7;
2014-05-15;0;1016,1;17,3;27;20,7;17;82,3;55;6,5;1,4;
2014-05-16;5,8;1014,4;17;25,5;20,4;17,6;81,8;53;9,3;1,4;
2014-05-17;,2;1016,9;15,7;25,6;19;14,7;82,7;53;8,5;1,2;
2014-05-18;0;1015,9;16,9;26,7;20,3;16,1;81,9;51;7,7;1,7;
2014-05-19;0;1017,1;17;25,4;20,2;16,6;82,8;57;5,7;1,3;
2014-05-20;0;1016,2;17,2;25,9;20,6;17,3;81,4;56;4,9;1;
2014-05-21;,8;1012;18,2;24,1;20,7;18,1;85,7;73;6,4;1,2;
2014-05-22;7,4;1007,2;19,3;23,7;21,1;20;89,8;78;4,8;,9;
2014-05-23;5;1015,5;15;21;17,3;17,4;86,4;75;4,3;,9;
2014-05-24;5,8;1020;11,3;17,6;14,6;13,2;81,5;63;4,2;,9;
2014-05-25;0;1018,4;12,4;18,6;15,2;12,8;84;67;3,9;,7;
2014-05-26;26,4;1013;14,8;23,5;17,3;14,4;85,9;57;6,6;1,9;
2014-05-27;2,4;1018,7;14,3;21,9;17,5;15,6;82,6;57;5,3;1,3;
2014-05-28;0;1020,5;13,8;21,6;16,9;14,7;82,9;58;6,7;,9;
2014-05-29;0;1021,1;13,1;21,4;16;11,8;84,2;59;5,6;1,3;
2014-05-30;,2;1020,9;13,9;23,1;16,4;12,3;86,7;60;6,4;1,5;
2014-05-31;,2;1016,5;15,4;19,9;16,6;13,8;92,7;81;3,4;,6;
2014-06-01;11;1009,5;16;25,9;19,5;16,1;82,5;53;8,6;1,4;
2014-06-02;,2;1012,8;9,8;20,8;14,7;9,9;75,4;44;7,6;1,5;
2014-06-03;,2;1016;7,4;21,9;12,3;6,7;76,1;29;5,2;1,1;
2014-06-04;,2;1015;9;21,3;12,3;7;82,3;48;5,9;1,5;
2014-06-05;,4;1010,2;14,3;21,1;16,1;10,4;89,4;75;4,9;,6;
2014-06-06;19,6;1008;16,9;24,4;18,7;15,3;90;68;9,7;1,3;
2014-06-07;41,6;1009,5;17,2;20,3;18,2;17,3;94,2;91;7,7;1;
2014-06-08;79;1009,6;17,9;20,2;19,2;17,5;92,6;86;15,1;1,7;
2014-06-09;28,2;1019,6;15,4;20,1;17,7;16,1;86,8;71;3,7;,2;
2014-06-10;0;1026;14;22,4;17,1;14,4;82,9;55;5,4;,9;
2014-06-11;0;1024,5;15,2;22,1;17,4;13,2;87,4;68;7,2;,6;
2014-06-12;8,2;1020,8;18,9;24,3;20,8;17;89;75;9,5;2,6;
2014-06-13;0;1020,2;19;23,2;21;19,6;88,4;80;5,7;,7;
2014-06-14;0;1019,6;18,9;24,3;21,2;19,9;86,9;74;5,8;,7;
2014-06-15;,8;1021,7;17,3;23;19,9;18,6;85,6;70;5,9;,8;
2014-06-16;0;1019,9;17,6;26;20,4;17,4;85,2;60;9,4;1;
2014-06-17;,2;1019,6;17,1;22,4;19,1;16,7;88,5;70;5,2;,7;
2014-06-18;13,2;1022,4;14,2;19,5;16,5;16,1;86,7;75;12,1;,8;
2014-06-19;1,2;1026,6;9,7;16,7;13,6;12,7;78,4;50;3,9;,8;
2014-06-20;0;1024;10,1;19,8;13;8,2;83,9;55;4,4;1,3;
2014-06-21;0;1023,3;11,8;20,4;14,5;10,6;84,7;55;5,7;1,3;
2014-06-22;0;1022,2;14,1;21,4;16,3;12,2;87;67;4,2;1,1;
2014-06-23;,2;1019,3;16,1;23,1;18,4;15,4;86,9;66;5,4;1,2;
2014-06-24;,2;1016,3;16,9;24,7;18,9;15,2;88,6;70;5,9;1,6;
2014-06-25;,4;1013,9;16,8;21;18,4;16,9;90,8;76;9,8;1,4;
2014-06-26;6,6;1013,1;17,3;22,1;19,5;17,8;87,4;77;5,6;1,7;
2014-06-27;30,4;1016,2;17;19,6;18,3;17,1;92,7;86;6;,9;
2014-06-28;31,4;1017;17,9;19,7;18,8;17,3;94,3;92;11,1;,8;
2014-06-29;34,2;1012,4;15,4;24,4;19,9;18,2;77,7;43;10,5;1,7;
2014-06-30;0;1011,7;10,1;21,8;17,7;11,8;62,1;49;13,9;3,8;
2014-07-01;0;1014,8;10,6;22,5;15,7;11,7;73,4;44;9,9;1,5;
2014-07-02;0;1017,7;12;20,6;14,4;10,7;86,7;60;5,1;,8;
2014-07-03;0;1018,1;14,8;24,8;17,8;13;83,6;55;4,7;,6;
2014-07-04;0;1018,2;17,3;24,3;19,6;16,4;87,2;71;5,7;1,1;
2014-07-05;,2;1018,1;17,5;20,2;18,9;17,9;91,5;85;3,6;,3;
2014-07-06;0;1018,2;17,2;23,3;19,3;17,3;88,1;66;4,1;,6;
2014-07-07;,2;1020,9;14,8;20,9;17,5;16,7;85,5;60;6,2;,7;
2014-07-08;1;1026,5;12;19,5;15,8;14,1;79,3;56;4,9;,3;
2014-07-09;,2;1023,9;14,2;19,6;16,5;14,8;86,7;74;4,2;,7;
2014-07-10;1,6;1022,7;15,4;20,8;17,7;16;87,1;68;4,7;,6;
2014-07-11;0;1023,9;13,8;21,5;16,2;12,2;86,6;59;5,3;1,3;
2014-07-12;2,8;1025,3;14,8;22,3;17,4;13,2;85,8;63;6,4;,7;
2014-07-13;,4;1025,9;15,9;20,4;17,2;14,3;92;80;10;1,5;
2014-07-14;7,6;1024,6;16,1;22,7;18,7;15,6;85,6;62;8,8;1,7;
2014-07-15;,2;1023,5;15,4;22,2;17,3;14,2;89,2;70;7,9;1,5;
2014-07-16;,2;1021,5;16,9;23,4;19;16;88;67;6,3;,7;
2014-07-17;0;1018,7;17,5;23,2;19,4;16,9;88,9;70;4,8;,8;
2014-07-18;3,2;1014,9;12,4;23,4;18,9;16,7;68,6;35;13,5;3,2;
2014-07-19;,2;1022,3;7,7;20,7;12,7;7,8;75,4;35;6,3;1;
2014-07-20;0;1023;9,3;21,4;12,8;8,1;81,3;43;6,8;1,1;
2014-07-21;,2;1022,9;11,1;21,4;14,1;9,2;83,5;55;8;1,5;
2014-07-22;0;1020,3;14,8;22,9;18,1;13,1;82,2;59;8,1;1,1;
2014-07-23;0;1014;16,6;24,2;19,3;17,4;84,8;63;6;,6;
2014-07-24;12;1009,2;16,9;20;17,9;16,7;93,5;90;5,5;1,3;
2014-07-25;15,2;1017,3;11,1;19,6;15,1;12;78,8;47;6,3;,9;
2014-07-26;0;1021,6;10,1;19,4;13,2;9,3;82,7;58;5,3;1,4;
2014-07-27;0;1025,8;10,4;18,9;14,2;9,8;79,5;56;4,5;,7;
2014-07-28;0;1029,4;12,3;19,8;15,2;11,8;83,5;60;4;,4;
2014-07-29;0;1028,8;14,3;20,5;16,8;14,3;85,9;66;10,3;1,1;
2014-07-30;1,8;1024,8;15,4;22,7;18,1;15,3;85,6;63;6,4;1;
2014-07-31;0;1019,7;15,3;22,3;18;14,7;85,3;67;5,4;,4;
2014-08-01;0;1015,9;16,2;27,2;19,1;15;84,5;56;6;1,2;
2014-08-02;16;1014,8;15,8;28,4;19,9;14,9;79,9;41;10,8;1,6;
2014-08-03;0;1010,7;16,1;31,1;20;14,7;81,4;37;5,4;1,3;
2014-08-04;,2;1011,6;15,4;28,9;19,5;14,8;79,5;38;9,8;1,4;
2014-08-05;1;1025,2;10;19,4;13,9;9;79,6;47;7,3;1;
2014-08-06;0;1024,4;10,3;21,4;14,1;8,8;80,1;48;7,9;1,9;
2014-08-07;0;1020,1;13,5;26,5;17,1;12,1;81,2;52;7,4;1,1;
2014-08-08;0;1024,3;11,7;18,3;16,2;15,2;76,2;42;5,4;,6;
2014-08-09;0;1023,9;11,8;17,5;14,8;11,4;82,9;66;2,9;,2;
2014-08-10;0;1018,4;14,6;22,9;17,2;13,7;85,2;63;3,8;,8;
2014-08-11;,2;1014,8;15,9;27,9;18,9;13,6;84,8;48;5;,9;
2014-08-12;0;1013,5;17,4;25,7;19,7;16,3;87,9;58;7,3;1,1;
2014-08-13;36;1021;9,9;19,1;15,6;13,5;71,2;39;5,5;1;
2014-08-14;0;1028,9;6,6;18,4;11,2;5,5;76,7;40;5,8;1;
2014-08-15;0;1028,4;11;20,1;13,7;8,3;84,7;55;9;1,2;
2014-08-16;27,6;1026,1;16,5;18,6;17,4;12,7;94,7;91;7,9;1,5;
2014-08-17;8,6;1022,2;17,2;23,5;19,4;17,5;88,3;66;6,3;,7;
2014-08-18;0;1020,3;17,1;24;19,4;17,5;87,1;61;5,6;,9;
2014-08-19;0;1020,4;16,4;26,4;19,7;16;83,2;50;5,5;,8;
2014-08-20;,2;1021,8;15,7;23;17,3;14,5;90,8;67;4,4;,5;
2014-08-21;,2;1019,6;15;25,8;18,2;14,2;83,6;46;6,7;1,2;
2014-08-22;,2;1016;15,6;29,9;18,6;13,7;85;41;6,9;1,7;
2014-08-23;0;1015,9;16,8;23,1;19,2;17,4;86,6;71;7,4;1,2;
2014-08-24;0;1011,6;17;27,5;19,6;14,5;86,4;56;6,5;,9;
2014-08-25;,2;1008,3;16,9;32,3;22,2;16,7;76,8;32;9,9;1,6;
2014-08-26;8,4;1012,2;10,4;23,3;17,8;12,3;66,8;29;12,7;2,9;
2014-08-27;0;1016,9;6,6;21,3;13,8;9;66,2;26;7,3;1,6;
2014-08-28;0;1019,9;9,7;19,3;13,8;9,7;77,8;55;6,8;1,3;
2014-08-29;0;1021,4;10,7;20,9;15;9,7;77,3;45;6,1;,8;
2014-08-30;0;1019,7;12,9;23,1;16,8;11,9;79,1;51;7,5;1,3;
2014-08-31;8,8;1013,7;16,3;19,2;17,4;15,9;93,6;86;5,9;,6;
2014-09-01;10,6;1011,1;15,8;25,9;19;14,7;83,4;54;7;1,7;
2014-09-02;0;1013,8;16,1;20,3;17,9;16,5;89,8;68;18,3;1,2;
2014-09-03;24;1013,9;16;25,2;18,3;15,2;86,8;55;12,8;2,3;
2014-09-04;3;1024,4;15;21,6;17,3;13,8;86,8;61;9,9;1,3;
2014-09-05;8;1024,6;14,5;21,2;18,4;15,8;78,6;60;11,1;2,9;
2014-09-06;3,2;1019,6;16,2;22,3;19,3;16,7;82,8;68;10,5;2,3;
2014-09-07;,2;1018,6;17,1;25,9;19,7;16,8;86;56;7,2;1,7;
2014-09-08;0;1019,9;17;25,9;19,7;15,9;85,3;58;7,8;1,3;
2014-09-09;0;1015,5;18,3;25,4;20,5;17;87,9;70;7,3;1,5;
2014-09-10;0;1009,4;19;30,1;23;19,8;80,4;49;6,1;,9;
2014-09-11;0;1014,9;16,1;23,8;19,8;16,7;79,9;60;8,1;1,2;
2014-09-12;0;1019,1;16,4;22;19;17,5;84,6;71;5,7;,7;
2014-09-13;,8;1018;18,2;28;21,2;17,2;84,4;49;8;1,5;
2014-09-14;0;1016,2;17,8;25,2;20,6;17,5;84,9;60;7,6;1,3;
2014-09-15;,2;1010,2;19,2;27,5;22;19,5;85,3;61;6,5;1;
2014-09-16;0;1014,3;12,9;25,4;19,4;13,4;67,3;45;9,9;1,8;
2014-09-17;0;1019,5;13,7;21,9;17,9;13,8;78;54;6,4;1;
2014-09-18;7,4;1017,7;17,1;20,4;18,4;16,9;92,8;81;5,7;,5;
2014-09-19;22,2;1011,1;18,7;23,8;20,4;18,1;90,8;74;9;1,1;
2014-09-20;,2;1009,8;18;29,5;21,7;18,3;82;42;10,5;2,6;
2014-09-21;11,2;1014;15,8;26;20,4;17,9;77,7;30;8,6;1,5;
2014-09-22;,2;1020,7;12,5;23;16,3;9,9;80,5;49;7,5;1,1;
2014-09-23;1;1017,8;15,6;24,5;18,5;13,8;84,6;56;9,5;1,8;
2014-09-24;5;1014,6;18,1;20,8;19,3;18,4;93,1;80;9,8;1,1;
2014-09-25;16,6;1014,5;17,9;22,8;19,9;17,5;88,8;73;5;1;
2014-09-26;22,4;1009,9;19,4;29,4;21,9;19,3;86,9;60;9,8;1,3;
2014-09-27;0;1018,3;15,2;21,2;19,1;18,1;78,6;66;6,8;,9;
2014-09-28;,2;1018,3;17,1;19,6;17,9;16,5;95,1;84;4,7;,7;
2014-09-29;41;1012,1;19,3;22,4;20,1;17,2;95,4;79;9,2;1,2;
2014-09-30;2;1012,6;18,7;22,8;19,7;17,4;94;83;6,7;1,1;
2014-10-01;24,6;1012,3;18,4;29,6;22,3;18,8;80,5;51;10,4;1,8;
2014-10-02;0;1024,1;12,7;23,4;19;13,7;67,5;44;10,5;1,6;
2014-10-03;0;1028,9;11,4;21,6;17,3;12,2;70,5;44;8,4;1,6;
2014-10-04;,2;1026,8;12,4;22,5;18,3;15;70,7;43;9,9;2,5;
2014-10-05;,2;1025,1;11,6;23,3;19,9;18,1;59,6;39;10,5;3,6;
2014-10-06;,2;1022,5;14,5;24;18,4;13,4;79,4;48;8,9;1,8;
2014-10-07;1,4;1018,7;16,5;24,9;19,9;16,3;81,8;54;11,4;1,6;
2014-10-08;,2;1015,8;18,3;25,5;20,9;17,9;86;61;6,5;1,1;
2014-10-09;0;1013,3;18,7;26,3;21,8;19,4;83,9;58;7,6;1,4;
2014-10-10;0;1011,5;19,5;29,6;22,6;17,5;84;56;7,6;,8;
2014-10-11;0;1014,9;19,8;26,1;22,5;19,7;85,6;67;5,9;1,2;
2014-10-12;,4;1014,2;20,2;28,3;22,8;20,2;86,4;62;8,3;1,3;
2014-10-13;,4;1013;20,7;25,2;22,5;20,5;90,2;80;7,9;1,3;
2014-10-14;27,6;1014,4;20,1;27,7;22;19,4;89,7;63;8,8;1,2;
2014-10-15;0;1018,3;20,2;24,9;22;20,3;90;77;6,5;1,3;
2014-10-16;0;1016,3;20,1;24,6;22,3;21,3;87,8;75;8,4;2,5;
2014-10-17;1,2;1013,9;20,1;30,8;23,2;20,7;84,7;39;9,7;1,3;
2014-10-18;12,6;1010,5;19,7;29,9;22,3;18,5;86;50;16,4;1,7;
2014-10-19;,2;1009,5;19,7;27,9;22;19,6;87,3;61;10,6;1,1;
2014-10-20;,6;1015,1;15,7;25,8;21,1;17,8;74;45;6,1;1,1;
2014-10-21;0;1020,6;13,1;23,3;20,1;16,8;64,9;52;6,9;1,5;
2014-10-22;0;1021,5;14,9;24,3;19,7;16,5;76,1;45;8,5;1,4;
2014-10-23;0;1018,8;16,1;26,4;20,1;14,3;79,8;49;8,6;1,9;
2014-10-24;0;1014,6;18,5;26,9;22,8;20,1;77,5;58;7,8;1,7;
2014-10-25;0;1012,9;19,8;27,8;23,3;20,6;81,6;58;8,2;1,7;
2014-10-26;0;1013,5;20,1;26,7;23,1;20,7;83,8;63;6,8;1,4;
2014-10-27;0;1015,9;19;27;22,7;18,9;81,3;58;9,5;1,7;
2014-10-28;0;1015,1;17,7;28,7;22,5;17,2;76,9;45;7,8;1,5;
2014-10-29;0;1010,4;18,1;28,1;22,1;17,6;80,4;49;7,9;1,6;
2014-10-30;0;1007;20,1;30,8;24,4;20,1;78,8;49;8,3;1,7;
2014-10-31;,4;1010,8;21;27,7;23,8;22;85;65;6,5;1,3;
2014-11-01;,2;1013,2;21,4;28,8;23,8;20,5;87,3;64;7;1;
2014-11-02;7,8;1015,4;21,7;25,7;23,2;21,5;92;75;5,7;,6;
2014-11-03;1;1010,6;22,2;27,2;23,9;22,1;90,7;76;8;1,4;
2014-11-04;0;1008,5;22,7;26,3;23,9;22,4;92,9;82;5,1;,9;
2014-11-05;26;1015,3;15,7;23,2;20,9;19,2;72,6;62;6,4;1,2;
2014-11-06;0;1017,7;17,7;24,6;21;18,3;81,8;65;6,4;1,3;
2014-11-07;12,2;1011,2;19,7;26,1;21,4;19,7;91;54;17,9;2,9;
2014-11-08;2,6;1009,9;18,9;29,3;23,1;18,8;79,5;49;7,6;1,4;
2014-11-09;0;1013,2;17,7;28,4;22,4;17;77,3;44;8,3;1,6;
2014-11-10;0;1012,9;18,7;29,7;22,7;17,8;80,7;47;8,6;1,6;
2014-11-11;,2;1011,5;18,5;27,4;22,5;18,7;80,4;51;8,3;1,5;
2014-11-12;0;1007,7;18,8;27;23,2;20,2;77,5;53;8,6;2,1;
2014-11-13;0;1007,3;18,5;28,8;23,3;20;76,7;50;8,7;1,2;
2014-11-14;,6;1013,8;14,5;24,7;21;17,2;67,9;46;7,6;1;
2014-11-15;0;1017,4;13,9;25,3;20,6;15,8;67,2;47;9,6;1,9;
2014-11-16;0;1017,3;15,8;27,6;21,6;16,7;72,1;44;9,3;1,6;
2014-11-17;0;1017,1;15,1;26,8;20,9;16,1;73,3;40;7,8;1,6;
2014-11-18;0;1016,1;15,1;26,6;20,3;14,5;74,6;42;10,5;2,3;
2014-11-19;0;1014,1;17,1;27,3;22,9;18,3;71,3;46;9,5;2,5;
2014-11-20;5;1013,9;20,1;24,3;22,2;20,5;88,3;74;7,4;1,3;
2014-11-21;0;1012,5;20,2;27,4;22,6;19,6;86,8;63;7,8;1,3;
2014-11-22;7,8;1008,5;21,9;31,8;25;21,5;85;53;9,1;1,2;
2014-11-23;0;1012,4;18,3;26,3;22,9;19,7;76,2;58;7;1,2;
2014-11-24;0;1014,3;19,2;26,9;22,5;19,7;82,2;64;6,8;1,6;
2014-11-25;2;1010;21,6;23,5;22,3;21,6;95,6;82;7,2;1;
2014-11-26;74,4;1006,4;22,3;28,3;24,2;21,7;89,5;70;6,7;1,8;
2014-11-27;,2;1011,5;19,2;28,7;23;18,1;80,5;56;8,5;1,5;
2014-11-28;1,2;1015,2;19,5;27,4;23,6;20,4;79,8;53;7,6;1,8;
2014-11-29;,4;1016,8;19,2;27,2;23,5;19,2;78,3;54;9,1;2,7;
2014-11-30;,6;1015,6;20;27,1;24;22;78,9;60;10,6;3,3;
2014-12-01;1,6;1013,4;21,8;29,4;24,4;22,2;86,3;61;6,3;1,4;
2014-12-02;0;1010,9;22,2;29,5;25,4;22,3;83,4;63;8,7;1,5;
2014-12-03;,2;1008;22,3;32,6;25,6;21,4;84,3;53;8,7;1,4;
2014-12-04;7,8;1014;17,1;27,8;23,5;20,8;69,1;47;9,3;1,2;
2014-12-05;0;1017,7;15,6;27,7;22;16,5;69,2;39;9,8;2;
2014-12-06;0;1017,2;17;27,1;21,7;16,3;77,2;50;7,8;1,5;
2014-12-07;,2;1014,6;21,1;29,4;24,1;20,4;84;60;8,8;1,7;
2014-12-08;0;1012,8;21,5;30,3;25,7;22,6;79,1;52;8,7;1,8;
2014-12-09;0;1010,3;22,5;30,4;25,3;22,3;85,4;59;6,9;1,2;
2014-12-10;8,2;1008,5;22,9;29,2;25;22,2;89,3;66;6,5;1,5;
2014-12-11;,2;1009,7;22,9;30,1;25,9;22,2;84,7;62;7,4;1;
2014-12-12;8,6;1009,8;23,6;29,1;25,6;23;89,5;69;6,5;1;
2014-12-13;104,2;1005,4;22,1;32,2;24,7;21,2;86,9;53;10,7;1,4;
2014-12-14;3;1010,5;18,1;29,1;24,2;20,9;72,4;42;9,4;1,4;
2014-12-15;,2;1016;16,9;27,2;22,3;18,3;73,5;46;8;1,4;
2014-12-16;0;1016,4;18,3;27,3;22,4;18,7;79,6;49;9;1,6;
2014-12-17;0;1012,1;18,8;29,7;23,2;18,6;79,3;43;7,9;1,4;
2014-12-18;0;1009;21,1;29,3;24,2;20,8;83,4;62;9;1;
2014-12-19;1,4;1009,3;21,4;26,2;22,8;21,2;92,3;70;6,1;,9;
2014-12-20;11;1006,2;22,5;31,9;25,1;20,8;86,7;58;6,8;1,4;
2014-12-21;0;1003,7;24,7;30,1;26,5;24,4;90,3;73;9,5;1,5;
2014-12-22;2,8;1008,5;22,1;25,4;23,1;22,3;94;79;5,2;1;
2014-12-23;13;1017,2;17,1;23,2;21,4;19,8;77,3;60;9,9;1,5;
2014-12-24;2,8;1018,3;17,2;24,2;20,2;18;83,8;57;9;1,4;
2014-12-25;1,2;1017,8;20,7;24,8;21,3;19,1;96,7;83;4,3;,7;
2014-12-26;,8;1016,8;23,1;30;24,8;20,7;90,8;64;9,8;1,3;
2014-12-27;,4;1013,4;23,4;28,5;24,3;21,9;95,2;74;5,3;1;
2014-12-28;0;1008,7;23,8;34,2;26;23,8;89,7;53;18,2;1,5;
2014-12-29;,2;1007,7;22,9;32;25,3;21,1;87,8;56;8,4;1;
2014-12-30;,2;1007,4;23,1;32,8;26;22,6;85,8;52;15,7;1,3;
2014-12-31;,2;1006,6;23,2;31,1;24,8;21,9;91,7;59;8,7;1,2;
2015-01-01;,2;1006,3;23,9;35,5;27,2;21,6;79,8;50;10,1;1,4;
2015-01-02;0;1007,6;21,9;33,6;25,8;24,2;81,5;40;13,8;2,2;
2015-01-03;,2;1015,1;19,9;26,2;22,7;20,7;85,7;54;5,8;,9;
2015-01-04;,2;1014,9;21,8;30,2;24,2;21,2;88,1;60;9,7;1,7;
2015-01-05;0;1015,9;null;27,8;24,6;21,7;83,9;66;8;1,8;
2015-01-06;,2;1015,2;24,5;28,6;25,7;23,4;91,2;72;7,2;2,1;
2015-01-07;,2;1011,9;25,2;30,9;26,6;23,7;88,8;66;9;1,7;
2015-01-08;0;1011,1;null;33,8;27,1;23,5;76,3;50;15,9;1,8;
2015-01-09;,2;1010,6;null;34,5;26,3;22,3;76,4;53;9,3;1,9;
2015-01-10;,2;1011,3;null;34,3;25,7;23;85,3;47;14,9;1,7;
2015-01-11;,2;1011,2;null;34;26,9;22,8;72,4;53;11,5;1,5;
2015-01-12;0;1010;null;38,3;28,5;22,1;63,4;32;8,1;1,9;
2015-01-13;,6;1012,1;23,4;32,8;27,7;24,4;76,3;47;17,8;1,9;
2015-01-14;1,4;1010,8;null;34,6;26,4;21,9;68,8;42;17,8;2;
2015-01-15;0;1013,9;22,5;31,7;26,7;22,7;77;52;8,8;1,7;
2015-01-16;0;1014;23,4;32,5;26,3;21,2;78,3;58;7,5;2;
2015-01-17;0;1011,1;23,9;34,9;27,3;23,9;80,3;54;10,2;1,6;
2015-01-18;5,6;1011,8;null;31,8;25,4;21,6;null;55;9,3;2;
2015-01-19;19,6;1011,9;null;33,4;26,1;21,8;75;57;9,3;2,3;
2015-01-20;22,6;1011,1;null;32,7;24,9;21,6;null;55;16,3;1,6;
2015-01-21;29,8;1013,4;null;27,6;24;21,1;65,9;53;12;1,8;
2015-01-22;2,8;1017,5;19,9;25,6;23;20,6;81,7;62;8,9;2,3;
2015-01-23;,6;1016,5;18,4;30,1;23,8;18,7;67,6;46;7,1;2,1;
2015-01-24;0;1012,7;null;31,3;24,4;19;67,4;45;8,3;2;
2015-01-25;0;1011;null;31,7;24,3;21,4;null;55;8,1;1,4;
2015-01-26;1,6;1010,3;null;35;25,4;19,7;65;35;7,6;2,3;
2015-01-27;0;1010,6;null;31,8;26,3;22,8;83;60;8,4;1,6;
2015-01-28;0;1009,7;null;32,6;25,5;22,7;null;56;10,7;1,2;
2015-01-29;10,6;1007,7;null;34;26,8;23,5;null;46;12,2;2,6;
2015-01-30;50,2;1015,4;null;24,5;21,6;20,3;94,5;69;7,3;1,3;
2015-01-31;3,6;1017,9;null;25,8;22,7;19,9;72,9;56;5,5;1,6;
2015-02-01;0;1016,3;null;29,4;24;21;76;50;7,8;1,8;
2015-02-02;16,2;1014,1;null;30,1;24,9;20,6;null;56;8,8;2,1;
2015-02-03;,6;1011,4;null;29,6;24,8;21,9;null;60;8,9;1,9;
2015-02-04;10;1008,8;null;28,4;23,8;21,1;null;68;9,7;1,3;
2015-02-05;12,2;1006,7;null;27;23,2;21,1;null;65;8,4;1,7;
2015-02-06;4,2;1005,9;null;30,3;23;18,9;null;48;8,9;1,6;
2015-02-07;4,8;1006,8;null;31;24;20;68,9;48;9,2;1,3;
